country_code	gb_xpd_rsdv_gd_zs	iq_cpa_envr_xq	ms_mil_xpnd_gd_zs	ny_gdp_mktp_cd	ny_gdp_pcap_pp_cd	ny_gnp_mktp_pp_cd	sh_sta_airp_p5	sh_sta_mmrt_ne	sh_sta_traf_p5	sh_xpd_chex_gd_zs	si_pov_dday	si_pov_mdim	si_pov_mdim_xq	sp_dyn_le00_in	sp_dyn_tfrt_in	sp_pop_0014_to_zs	sp_pop_65up_to_zs	year
KIR		3		171117872.436331	2108.66432665902	481486737.401533				7.98818541				67.291	3.692	35.0058595510682	3.55088794735419	2015
KNA				923155555.555555	23921.5244346294	1138913288.50629				5.31862164								2015
KOR	4.21702		2.49498136452362	1465773245547.15	37907.5003102016	1939898096852.87		9		6.65271664				82.0243902439024	1.239	13.7817192668695	12.8593609995362	2015
KWT	0.0966		5.00756817155992	114567298105.683	47230.6231915347	201226216155.384				4.01473618				75.13	2.083	21.2043724161413	2.11889119564625	2015
LAC	0.798568157509878	3.33333333333333	1.20808295107192	5006910615827.8	14690.7818764301	8481575098026.84				7.91578349619203				74.7621985660344	2.09687478185393	25.8637295528255	7.5589728817871	2015
LAO		3.5		14390442307.3996	6168.47764221428	39733495399.3774		217		2.45366454				66.546	2.796	33.6121921970746	3.83632559599499	2015
LBN			4.48688434454642	49939374832.7031	15067.7746017865	97376540515.4048				7.67934227				78.768	2.103	27.3377778607793	6.32731323968516	2015
LBR		3	0.467722332101813	3177000000	1292.09651810857	5269268962.54026				10.37773991				62.269	4.54	42.0914398409742	3.1763348486102	2015
LBY				27842131479.8726	12220.0234015984	81779062375.7705								72.121	2.356	28.8679193838258	4.23868258257814	2015
LCA		3.5		1808079888.88889	13551.7234918573	2220165273.73071				4.60818338				75.596	1.473	19.7648582561995	9.23316548128133	2015
LCN	0.753465545309071	3.33333333333333	1.23337740847546	5529111180660.86	15202.4346000805	9200617539036.8				7.91632069630547	3.8			74.9617221364716	2.08444988743366	25.636268093859	7.74398599802641	2015
LDC		3.11111111111111	1.798864617734	966458681284.516	2645.39853347284	2481472853216.76				4.59556869130757				63.9477769645535	4.17847406024741	40.2848267148799	3.47330716892536	2015
LIC		3.09615384615385	1.75106765554995	533734870124.469	2228.23297679319	1323782660012.61				6.15564786729101	45.3			62.3505613015469	4.84169086930712	42.8296949925485	3.23816570046177	2015
LIE				6268391521.19701										82.6560975609756	1.4			2015
LKA	0.10871	2.5	2.5530550002598	80604080688.5775	11557.4870517689	236279911702.493		35		3.88992047				76.316	2.213	24.7726626716141	9.39190962399274	2015
LMC	0.558986008967122	3.19230769230769	2.16685512003514	5182268735537.23	5616.86382309864	15328753131166.4				4.15609319221454				67.6589221772166	2.85137583042522	31.499456480402	5.15170744727598	2015
LMY	1.3671553561076	3.17105263157895	1.97424019145434	27066524748193.7	9284.5740297269	56128110337453.6				5.27216091693905	12			70.277205710712	2.59523526190871	28.0894693898294	6.4975495179173	2015
LSO	0.04795	3.5	1.73342807205309	2372280102.51667	3093.71072293281	7160368693.87306				8.4919643399999991				51.038	3.218	33.4026219256627	4.80145661457557	2015
LTE	1.61836255814667	3.25	2.12011255813289	18471432307959.4	14733.6167893523	32554325885526.2				5.43674312148456				75.4712131372615	1.74057184363706	19.2134339574774	9.4246076151784	2015
LTU	1.04095		1.13506722058469	41418872976.1196	28842.2550889875	80761525294.0635		10		6.49459124	0.7	29.3		74.3219512195122	1.7	14.5946969180185	18.6855532968607	2015
LUX	1.28405		0.482755919770231	57744457954.7297	103750.775104054	38500383076.5302		0		5.28378248	0.3	18.5		82.2926829268293	1.47	16.3778516112298	13.9942231107331	2015
LVA	0.62623		1.04809458952932	27239653843.5022	24968.0788209382	49139841386.3118		57		5.68592453	0.6	30.9		74.4804878048781	1.7	15.0943046763386	19.5186001319535	2015
MAC	0.13554			45361678146.5247	117110.187839976	64809126006.3126								83.707	1.203	12.6154944899806	8.59097967894899	2015
MAF														79.4707317073171	1.81			2015
MAR			3.23015334784149	101179808076.36	7024.96308902663	242479228111.022				5.07174492				75.726	2.524	27.736741619156	6.37665969114636	2015
MCO				6261622101.40908						2.02833343								2015
MDA	0.30943	4	0.3539411706269	7745231660.33425	9254.84860512976	27755343311.671		28		8.55763531	0			71.478	1.261	15.7919276782863	10.0489596383914	2015
MDG		3	0.604796547183702	11323023786.5698	1546.83711373402	36248277778.3637				5.72116804				65.539	4.241	41.6433785335763	2.83405342094986	2015
MDV		3.5		4109447297.00709	16768.7891187298	7011219895.25894		27		8.6903019				77.691	1.991	21.2175900992493	3.93897761120209	2015
MEA		2.75	6.59277868688126	3143961312693.31	16293.1483717231	6946724150273.06				5.61233319612078	3.8			73.5148448538059	2.88941191962938	29.8638063372085	4.87105278669736	2015
MEX	0.42986		0.467571837203667	1171867608197.72	18305.2362591252	2173035047763.63		34		5.79708719				74.904	2.215	27.6359686677943	6.7247161862432	2015
MHL		3		184599600	3516.79494596101	271487663.971483				17.35825539								2015
MIC	1.37044984044619	3.21	1.97745862054717	26539231023472.9	10068.1269233208	54873648812927				5.2582617509942				71.1429274428841	2.37227023904173	26.4790696103445	6.85364386289929	2015
MKD	0.44412		0.99342769175221	10064515432.0265	13831.1227999106	27852753384.5316				6.34227896	5.5	41.6		75.406	1.507	16.8395270010311	12.5201988334693	2015
MLI	0.31462	4	2.36017445199795	13104802016.2041	2032.65517252286	34646998121.6541				4.11143351				57.509	6.145	47.9480614983458	2.53096289200998	2015
MLT	0.74085		0.483592664456357	11091434435.2345	37465.0354856882	15752361530.9719		0		9.20896149	0.1	23		81.8975609756098	1.37	14.2278213576468	18.7912141138807	2015
MMR		2.5		67822772707.1034	4416.54673194062	225644892096.516				5.4778142	4.8			65.81	2.198	27.8173899881334	5.16851457210366	2015
MNA	0.461319463641611	2.75	3.44567501355636	1440212700192.34	10686.140456312	3848384481191.59				6.11619331165414				73.0002961166457	2.96005395162476	31.0159167227603	5.06544806372953	2015
MNE	0.374		1.40371623967527	4053097851.44823	16337.1426003584	10386934880.6468					1.4			76.452	1.723	18.4984273218535	13.7829448956546	2015
MNG	0.15468	3.5	0.865841301580739	11749620619.5962	10767.1331989466	29636387676.1811		33		4.23834133				69.111	2.918	28.8618844672178	3.86434408036982	2015
MNP				931000000														2015
MOZ	0.33751	3.5	0.905728198372052	15950969018.9458	1291.267985931	34261446171.8805				7.23973656				57.206	5.062	45.4201541734965	2.89994061830185	2015
MRT		3	2.75766669577628	6166857628.62212	4200.15567733532	16498775890.9074				4.70125389				63.936	4.738	40.5074165268476	3.11620415782217	2015
MUS			0.146135698828719	11692287066.381	19229.8354887211	26339259783.019		45		5.6999588				74.3531707317073	1.36	19.400280756136	9.95405953046395	2015
MWI		3.5	0.63477102741745	6373212640.84604	1018.93526246321	16473997716.6448				9.33333778				61.953	4.527	45.0880166217357	2.63602874191049	2015
MYS	1.2998		1.52782057689469	301354803994.367	24801.8908900033	730292729357.474				3.81608534	0			75.461	2.056	25.0895957650768	5.97557487601484	2015
NAC	2.63634642799501		3.29472783700645	19787488505418.2	55623.2030557828	20279641247374.6				16.2365800434076				79.0122080964003	1.81521661937205	18.8998752220701	14.7842332942162	2015
NAM			4.4031177142849796	11272143472.6244	10574.1478794526	24438808112.7414				9.70993042	13.8			62.119	3.54	36.9052021163729	3.74132145436701	2015
NCL														77.2443035079364	2.06	23.7629350893697	8.43745964989947	2015
NER		3.5		9685577941.03195	1145.5116489769	24039021555.5079				7.13803673				60.631	7.169	50.1652837566556	2.57546085043029	2015
NGA		3.5	0.417636536781708	486803295097.89	5426.33296706488	957051778143.622				3.58195019				53.112	5.592	44.1305041462216	2.73554809053068	2015
NIC	0.10742	3.5	0.784493121102181	12756706583.3113	5293.86535827408	31682119559.288		42		7.96303225				73.649	2.48	31.2764090730873	4.75029084528316	2015
NLD	1.98487		1.13271150479415	765264949780.999	50302.0677470128	852766433552.616		3		10.32396889	0.1	16.4		81.509756097561	1.66	16.7556109900883	17.9201887959494	2015
NOR	1.93095		1.50727958117337	385801550067.169	60385.1167632081	327034783599.997		0		10.13146877	0.1			82.3048780487805	1.72	17.962316503828202	16.3030334033612	2015
NPL		3.5	1.55663010710609	21410840908.5198	2633.39531017415	72284863170.6641				6.21927214				69.515	2.098	33.3534135126478	5.54055629253211	2015
NRU				86779266.1619103	10956.4025906936	186609701.037506				15.1927681								2015
NZL	1.2341		1.15133916031922	177467529071.288	37530.0390759274	166735624222.281		3		9.31466961				81.4568292682927	1.99	19.9708442806334	14.6471624858165	2015
OED	2.42556342384868		2.21697094616699	47286499263673.5	40423.8316723891	54129952344169				12.3335960734749				79.8122468683952	1.74727155705762	18.383271453179	15.9052874158717	2015
OMN	0.24972		10.9309609615276	68399663321.9259	31113.3197962347	128408080425.753		21		4.3044014				76.887	2.939	21.8337477983984	2.27947193432549	2015
OSS		3.1		370774396651.575	21716.801697681	613505496390.316				4.66423770373512				67.405236123087	3.12728936948762	30.3794852867054	5.30584979885923	2015
PAK	0.24605	3	3.55138724305165	270556131701.171	4373.01423367533	857272768134.858				2.68711925	4			66.577	3.66	35.9366650138644	4.30997836380842	2015
PAN	0.12033		0	54091700000	25319.2293801017	94068749851.9453		51		6.8090291	2			77.776	2.54	27.8416434273314	7.5572882058074	2015
PER	0.11705		1.72836922846711	189805300841.603	11572.3226921141	340543090251.254				5.03110838	3.6			75.792	2.323	28.0816996400546	7.32560298678726	2015
PHL	0.16415		1.13929237189728	306445871632.259	7186.76885818115	817730803200.056				4.32136869	6			70.644	2.805	32.2819568147558	4.60214198335079	2015
PLW				280457700	17828.5122751488	339443492.422236				11.39383602					2.21			2015
PNG		2	0.483758050966116	21723531182.1369	3970.26361967718	31603731494.384				1.81881714				63.466	3.707	36.7967784009793	3.24954750224322	2015
POL	1.00325		2.13845668437553	477811911394.084	26869.2526970713	983469744305.222		2		6.39785814	0.4	23.4		77.4512195121951	1.32	14.8442952963315	15.7314838621437	2015
PRE		3.07575757575758	1.87397982832691	1340468680424.61	3472.53587818794	2867356181258.2				4.21390362572785				59.5119589254375	5.18937848879241	44.3984395400307	2.70240549656877	2015
PRI	0.42883			103375500000	34016.0223523129	79546562680.8065		37						79.353487804878	1.3365	18.5922712817143	16.0372057756309	2015
PRK														71.481	1.922	20.9187179727566	9.72008113300307	2015
PRT	1.24263		1.7879744113674	199313894327.486	29668.8592004843	299068874296.756		7		8.97663212	0.5			81.1243902439025	1.31	14.0867530429863	20.761941797688	2015
PRY	0.09687		1.06884782913079	36164068797.2511	11471.4942285323	73852324239.6658				6.74699259	1.7			73.662	2.508	30.4348827119463	5.88099772363908	2015
PSE				13972400000	5954.40078363208	28541925647.3697		36						73.442	3.955	39.9030859102978	3.01633899044548	2015
PSS		3.0625		9049548346.34007	6818.26840252678	15847741956.4825				5.04119247792145				69.4444587743698	3.56720500780804	35.2420963458476	4.29726441452658	2015
PST	2.51833572233895		2.26803538402745	44518542519300	44133.8546304798	49043318878726.2				12.7869937783348				80.3949800130771	1.63163141306756	16.2979491863755	17.9477025326404	2015
PYF														76.787	1.99	23.6200407141079	7.24835605805422	2015
QAT	0.51883			161739955577.748	92968.1596271482	233271189618.365		8		3.17197657				79.758	1.929	13.4338643104638	0.998515030927112	2015
ROU	0.48793		1.45062825942291	177729210874.504	21611.5263053475	423743041436.6		14		4.94264841	4.6	37.4		74.9121951219512	1.62	15.5261421794288	16.9654269034024	2015
RUS	1.10076		4.86275810199369	1363481063446.77	24085.3241847947	3428609968113.92		10		5.29560423	0			71.1834146341463	1.777	16.8768178640644	13.5538761073839	2015
RWA		4	1.25258345915115	8545441361.06541	1805.90016713255	20049281858.1788		297		6.86232901				67.45	4.157	40.5914608150481	2.6889092345364	2015
SAS	0.624638253468107	3.14285714285714	2.43119833054412	2697257705966.27	5137.33558042259	8920120159917.67				3.50808739867947				68.6419006832955	2.47007883573369	29.7232815361006	5.40230481209363	2015
SAU			13.3256723349734	654269902888.715	48611.1452690648	1582553666578.91				5.99834013				74.651	2.507	25.8228450409042	3.02071397622026	2015
SDN		2	2.65592181626577	74294508239.5524	5047.92778849511	194018525681.42				7.18615294				64.429	4.594	41.5039167980834	3.44381081640338	2015
SEN	0.5772	3.5	1.2090991706832	17774766636.0459	2971.3449826389	42363282419.3143				4.38257313				66.747	4.841	43.4737375191713	3.06146897967748	2015
SGP	2.18198		3.08585019479824	308004146057.608	86974.7476230627	448557736908.24		6		4.18069839				82.7439024390244	1.24	12.6321137193696	9.04725050392049	2015
SLB		2.5		1307061543.70981	2448.71524564668	1449604554.02771				5.19329929				72.173	4.459	40.430065095056	3.52252792985784	2015
SLE		3.5	0.923453252284234	4218723875.1379	1586.68864790374	11226733103.7828				20.41341209				52.941	4.561	41.9139298100897	2.98779377443734	2015
SLV	0.14348		1.06923799718903	23438240000	7597.68556994058	45817642299.8659				7.63034058	2			72.412	2.101	28.3717441745016	7.75638548746238	2015
SMR				1419394771.21029	55611.2791429218					7.27498674								2015
SOM														55.92	6.363	47.1688641775966	2.79783558998669	2015
SRB	0.81146		1.8273492991632	39655958842.5478	14932.380678657	101035865859.578		9		8.81929588	6.6			75.2878048780488	1.46	16.1642114024043	16.9566837152719	2015
SSA		3.22368421052632	1.27335588878037	1648848763840.88	3682.85407125274	3564270343583.97				5.13609938796243				59.9331929514269	4.91800022010826	43.1695574508661	2.92322646253119	2015
SSD		2	10.5614614536697	11997800760.2242										56.855	4.937	42.485407802302	3.41203498655892	2015
SSF		3.22368421052632	1.26532911028372	1661914707751.22	3704.47499340215	3592717200423.8				5.13964655073556	41.8			59.9528305490993	4.91289046130586	43.1375357820863	2.93254929433674	2015
SST		3.15217391304348		452652416568.461	19568.3830010401	735640295847.118				4.84580663283201				68.6140103387538	2.93782977004382	29.5805139597981	5.7963600479574	2015
STP		3.5		316065369.885019	3837.62721563206	762852020.721765				5.34009647				69.377	4.477	43.3405872678407	2.8791768622889	2015
SUR				4787367928.11777	16072.4174697671	8961394444.80538		148		6.21926689				71.249	2.494	27.9053837748125	6.60904276723486	2015
SVK	1.17171		1.12335070571823	88467555243.7256	29927.635536016	158399068408.297		2		6.79333973	0.7	18.4		76.5634146341463	1.4	15.2578063441258	14.0470684896325	2015
SVN	2.19504		0.930119531623913	43090173394.6913	31636.7502785547	63269913868.7162		5		8.49823952	0	19.2		80.7756097560976	1.57	14.6699568703925	18.0132860241821	2015
SWE	3.26418		1.06957913833417	505103781349.757	49116.3078392604	485141789297.976		1		10.79714203	0.4	18.6		82.2048780487805	1.85	17.2943025821945	19.6085182207794	2015
SWZ	0.27013		1.75391005924468	4062660889.82685	8811.69252717211	9346507218.8882				7.03397036				55.359	3.065	39.0986228809721	3.95138237244168	2015
SXM				1253072625.69832	38211.8331867085	1472416197.64961								77.219512195122				2015
SYC			1.31438194141123	1377495054.04127	24067.1946265363	2112360165.0685				4.58823824				74.2951219512195	2.31	23.2053738760555	7.24062414453874	2015
SYR	0.02053													69.908	2.94	33.0555544442844	3.99178592828478	2015
TCA				942070000	24097.511126428	868618280.529069												2015
TCD		2.5	2.0188218544744	10950392219.9104	1820.05939283423	24904346467.7966		1389		4.52395248				53.137	6.049	47.836666141071	2.4447070454026	2015
TEA	1.92189470527028	3	1.79661586667474	13269125320570.9	11919.0240770604	23803040607028				4.69889008947335				74.533952132112	1.87439867348472	20.8497956367703	8.2460665751688	2015
TEC	0.872662992255585	3.2	3.06030595026921	3621705460711.79	20002.4384159485	8843432036625.66				5.23445530803283				73.1485813758075	1.91719482974524	19.9749128150579	11.7685581881856	2015
TGO		3.5	1.68108198489861	4180866177.03946	1397.33316494055	10577120513.5998				6.24938154	51.1			59.927	4.516	42.1361248794577	2.80254775330534	2015
THA	0.61609		1.4339478229325	401295941041.296	15822.3532640938	1031139449774.92		22		3.66789317	0			76.091	1.538	17.9742179930524	10.6020313525916	2015
TJK	0.10888	3	1.21938117748174	7854602391.65355	2991.65359615958	30205900190.8183				6.9073596	4.1			70.137	3.623	35.8394720244598	2.94489206801775	2015
TKM				35799714285.7143	13690.604274337	71735322172.8103		3		6.29793644				67.704	2.93	30.4441262418272	4.07466856605958	2015
TLA	0.766803377502466	3.33333333333333	1.20031955433424	5300255692640.23	15135.5989118434	8960360783017.65				7.83660919595726				74.8665592558851	2.0956984450596	25.8522072744484	7.57163338094912	2015
TLS		2	1.19134190761693	1594410800	2912.71672016853	6103032554.46816				3.95390606				68.459	4.219	39.4855145272682	4.38777164963362	2015
TMN	0.461319463641611	2.75	3.44567501355636	1426043431411.44	10742.01246966	3819549248265.77				6.11619331165414				72.9950526148397	2.94905143051931	30.9104164329917	5.08977319993849	2015
TON		3		437006227.162781	5779.19919240737	588451241.760829				4.57615185	1			70.517	3.678	36.4066639545152	5.99517766245622	2015
TSA	0.624638253468107	3.14285714285714	2.43119833054412	2697257705966.27	5137.33558042259	8920120159917.67				3.50808739867947				68.6419006832955	2.47007883573369	29.7232815361006	5.40230481209363	2015
TSS		3.22368421052632	1.26532911028372	1661914707751.22	3704.47499340215	3592717200423.8				5.13964655073556				59.9528305490993	4.91289046130586	43.1375357820863	2.93254929433674	2015
TTO	0.08602		0.804522189626116	25062893969.3292	27510.4068303917	37052696592.3605				6.03951168				72.941	1.767	20.6786258472424	9.66761242563824	2015
TUN	0.62967		2.2698651595663	43173480831.9739	10208.73927845	110536919999.913				7.00741243	0.2			75.922	2.251	23.7900011887353	7.66500813196912	2015
TUR	0.8815		1.82237810996923	864314287105.727	25760.2836745929	2000274310406.4		17		4.11690378	0.2			76.532	2.101	25.5997889911536	7.86886477141321	2015
TUV		3		35492074.2243257	3616.91815009824	62957615.2084682				16.69959259								2015
TZA		3	1.13323425101238	47378599025.3044	2348.4437285337	115147236431.224				3.64969921				63.111	5.079	44.6821649545391	2.53787913294955	2015
UGA		3.5	1.21449447818561	32248116583.6813	2119.60400927637	79794449795.6947				6.78750038				61.373	5.394	47.9875228685975	1.88283445587944	2015
UKR	0.61477		3.25118076341283	91030959454.6961	10164.3273340852	437283649075.699		13		7.77607775	0			71.189512195122	1.506	15.2639377205271	15.6694126854989	2015
UMC	1.520513838074	3.27272727272727	1.9338783158109	21352171851051.4	14470.8392232183	39516726446138.3				5.53133554488132	2			74.5972439335799	1.91079506210726	21.4982523157282	8.54216599330172	2015
URY	0.36446		1.82058813645626	53274304222.1829	20217.5841382315	65894817067.7221		19		9.00821114	0.1			77.369	1.997	21.0852316040198	14.4830508946489	2015
USA	2.71742		3.47784616819686	18224704440000	56839.3817742317	18704317000000		18		16.71075249				78.690243902439	1.8435	19.2237265896844	14.6428847122761	2015
UZB	0.17373	3.5		81847410181.7953	6343.1497417051	201986598838.024		19		4.9875989				70.928	2.491	28.3548548723152	4.05863556338683	2015
VCT		3.5		755400000	11641.8401638892	1240035784.97745		0		4.08409452				72.095	1.953	23.7191703008759	9.24158023967457	2015
VEN			0.941375968866619							5.79743814				72.584	2.34	28.3803986785511	6.36488559256154	2015
VGB																		2015
VIR				3748000000										79.1682926829268	2.11	20.2871624840412	17.4936641323196	2015
VNM	0.44113	4		193241108709.536	6102.6372641382	536539130014.396				5.65262079				75.11	2.014	23.029828865123	6.65835853517865	2015
VUT		3.5		759689950.930918	2951.06880376965	802475975.590981				4.15773726				69.869	3.898	39.0720318666322	3.72478147014347	2015
WLD	2.09294094718413	3.17105263157895	2.26878493784238	75217722628911.6	15178.3870160691	111181299702920				9.79999879284332	10.1			71.9474029191807	2.45620793555855	26.2157038039339	8.2229300564322	2015
WSM		3.5		788307330.55567	5827.5102738545	1104734531.28948				5.6747098				72.73	4.029	38.8247817976053	4.50667397022422	2015
XKX		3	0.776154026309943	6442915788.30578	9575.75487999975	17396818269.5142					0.7			71.3463414634146	2.09			2015
YEM		3		42450620875.6499						4.88250208				66.085	4.103	40.6918490752226	2.79591328954544	2015
ZAF	0.79846		1.09918207478519	317620522794.827	12552.340126643	677999059197.49		78		8.20090294				62.649	2.484	29.291128627375	5.02943260387525	2015
ZMB		3.5	1.7532341119123	21243339048.2369	3430.40223132874	53416507706.8293				4.43510246	58.7			61.737	4.918	46.1845158630753	2.05672004056083	2015
ZWE		3.5	1.88687572008215	19963120600	2679.51013633828	33340681206.5211				7.45206642				59.534	3.896	42.5523479494093	2.84419509202889	2015
ABW				2965921787.7095	37359.3734383699	3739360304.0678								75.868	1.872	18.2574948508658	12.6048897703868	2016
AFG		2.5	0.956772140958855	18017749073.9033	1981.11246948904	70796494471.4959	211.1	1194	15.1	10.96199989		51.7	0.27	63.763	4.8	44.2721132547375	2.51992254366443	2016
AGO	0.03229		2.73334065530719	101123851090.455	7103.22593805788	194190315018.692	118.5	281	23.6	2.71314979				59.925	5.686	47.0533524343201	2.26101845787304	2016
ALB			1.10358100880452	11861200797.4707	12002.9318987545	35083764553.2169	68		13.6	4.91601992	0.9			78.194	1.659	18.383696445238	12.956211080924	2016
AND				2896679211.86628						6.34349346								2016
ARB		2.7	6.1523110956857	2469440154484.43	14025.8656077573	5686107412573.15	101.932592007123		19.4468187399204	5.00986609404757				71.4364968537757	3.32246533147491	32.9659851247986	4.37455893182124	2016
ARE	0.96366			357045064669.843	63968.853871334	602327541485.937	54.7		18.1	3.4034214				77.47	1.491	14.385513055257	0.986990678326415	2016
ARG	0.55815		0.813140077928875	557531376217.967	20307.870052142	865869191296.284	26.6	32	14	9.00189686	1			76.221	2.288	25.0794558115824	10.8599775767747	2016
ARM	0.23305		4.09034921699325	10546135160.031	10704.2334081494	32159779382.3081	54.8	28	17.1	9.95195866	1.2	27.8		74.64	1.744	20.2602189334784	10.9787227665683	2016
ASM				652000000														2016
ATG				1436585185.18519	19918.7906300797	1755596324.44791	29.9		7.9	5.12190151				76.617	2.003	22.4073545124673	8.3605742274694	2016
AUS			2.08151175398812	1208846993739.99	47349.9279542726	1118334918553.7	8.4		5.6	9.20071316				82.4487804878049	1.752	18.9523083816846	15.1411186020755	2016
AUT	3.12588		0.732544816508556	395568644341.038	52678.6606345863	460201284410.751	15.3	6	5.2	10.3522625	0.7	18		81.6414634146342	1.53	14.1706567545806	18.9091469471555	2016
AZE	0.20637		3.69045726699518	37867518957.1975	14371.0227410092	131075186140.226	63.9	13	8.7	4.03655434				72.493	1.9	23.1373361847313	5.83552270670949	2016
BDI		3	2.11562520759206	2959640987.29943	796.944387318245	8355961626.26465	179.9		34.7	7.49265718				60.528	5.599	45.5617398749713	2.13529850080974	2016
BEL	2.55595		0.906254688184092	475739588764.759	48592.4848069059	555903417019.803	15.7		5.8	10.28172588	0.1	20.9		81.4390243902439	1.68	17.0167036273099	18.37185871229	2016
BEN		3.5	0.928169433452828	11821066152.598	3004.80918688439	32384504143.6299	205		27.5	2.78015947				60.885	4.977	42.8661699256158	3.23552208996581	2016
BFA		4	1.32193251991289	12833363370.174	1895.29221999772	33766175223.7979	206.2		30.5	7.02782106				60.354	5.353	45.3876432806687	2.40973075866777	2016
BGD		3	1.37232148233046	221415188000.475	3849.11143113288	643070206340.889	149		15.3	2.31178045	14.5			71.785	2.09	28.7530634255702	5.13561350228916	2016
BGR	0.78006		1.2599596035279	53806894796.3801	19893.8583514201	137379799294.933	61.8		10.2	7.4799428	1.9	40.4		74.8121951219512	1.54	14.3163832312656	20.4293428662073	2016
BHR			4.67144086727827	32234973404.2553	44769.0337127306	60275901158.781	40.1			4.85823059				76.899	2.033	20.3899306490708	2.34248754376515	2016
BHS				11928500000	34154.2584603014	12431913675.4873	19.9			5.61615086				73.329	1.771	23.3530018786548	6.87508268727013	2016
BIH	0.21594		0.933900829445915	16913330693.9653	12990.0158085513	44045822823.5853	79.8		15.7	9.22786236				76.998	1.286	14.9211845732143	15.07843742931	2016
BLR	0.50063		1.2641523344111	47722657820.6675	17725.7521791512	160606261472.775	60.7		8.9	5.91054153	0			73.8268292682927	1.733	16.5141430816303	14.4157470274919	2016
BLZ			1.20183391679102	1775100000	7179.46231905401	2479820987.15139	68.6	13	28.3	6.04090405				74.219	2.391	31.5236156351791	4.51058631921824	2016
BMU				6899911000	76362.0514142141	5069411917.91031								81.2270731707317	1.61			2016
BOL			1.6279329716805	33941126200.0606	7499.77885938035	81222638742.541	63.7		15.5	6.83333063	7			70.626	2.829	31.983443520712	6.90062395903339	2016
BRA	1.26417		1.35015057288696	1795700168991.49	14256.1632471211	2876740136507.09	29.9	63	19.7	9.20742226	3.9			75.23	1.747	22.0495231024737	8.30168730572689	2016
BRB				4830000000	15952.0703078728	4350024546.28767	31.1		5.6	6.68155098				78.888	1.613	17.951965737799	15.041848031463	2016
BRN			3.53938469923775	11400854267.7188	56296.0197678199	25364170400.1577	13.3	0		2.54828691				75.45	1.915	23.8835159599809	4.30061934254407	2016
BTN		4		2158972129.00307	10457.201800922	7042038049.76	124.5		17.4	3.48117137				70.781	2.014	26.7426171563225	5.84261335563072	2016
BWA			3.28728472803264	15646354089.458	17260.3047104121	34206345775.1994	101.3	167	23.8	5.56052208				68.178	2.942	34.7144139593607	3.95707817903105	2016
CAF		2.5	1.52833263216835	1825018190.85071	851.071921080369	3910067806.77701	211.9		33.6	5.44402361				51.593	4.87	44.954542910197	2.83307395002651	2016
CAN	1.73019		1.15845887951202	1528243213982.08	46480.4653626012	1657881697068.52	7		5.8	10.97903442				81.9	1.5433	15.8980345295862	16.4550097979977	2016
CEB	1.02725278813475		1.48504356140925	1320631381338.53	27811.7624975803	2765496063158.36	42.0372110710849		8.85670504141987	6.6089640701104				76.9698114171911	1.52178086154699	14.9109307372848	17.4639603887202	2016
CHE			0.681175019349845	671309197478.183	65720.146539051	551591740524.388	10.1		2.7	11.70894909	0			83.6024390243903	1.54	14.8325574107715	18.2289036991655	2016
CHI														82.6	1.527	15.4442467485008	16.7190860456618	2016
CHL	0.36949		1.91615592547453	250440136356.127	22710.0170647296	400624301817.111	25.3	16	12.5	8.51866722				79.779	1.713	20.2993805064597	10.8783711500226	2016
CHN	2.11831		1.93003680826769	11233276536737.2	13572.6199886903	18637217031966.2	112.7		18.2	4.98188066	0.5			76.21	1.675	17.9946160874834	9.80263113886186	2016
CIV	0.0956	3	1.65744934604703	47964234560.0514	4726.98312102936	110081941651.056	269.1		23.6	4.53622293				56.567	4.759	42.3811493518329	2.82034616207037	2016
CMR		3	1.18753643736898	32643697595.8378	3405.05758901073	80077228864.72	208.1		30.1	3.72961879				58.063	4.708	43.0635029678954	2.73159303235974	2016
COD		3	0.948690513207704	37134799974.5225	963.669308905139	74312567452.9388	163.9		33.7	4.36690283				59.655	6.112	46.3460484845834	3.02043834043243	2016
COG		2.5	6.38322968046322	10335424288.4306	3883.57795363254	18613149352.8491	130.7		27.4	3.46238065				63.556	4.536	42.0756410966803	2.60566360623458	2016
COL	0.26694		3.07113102611539	282825009887.458	13951.077326709	664816412490.902	37	44	18.5	7.53117037	4.7	17.8		76.732	1.843	24.0457654306216	7.9362882680438	2016
COM		3		1012835518.26037	2863.87004205359	2290518423.87202	172.4		26.5	4.70250511				63.7	4.347	39.97664632123	2.92423754889441	2016
CPV		3	0.611826929976972	1662998678.36743	6322.84181052256	3238655861.73701	99.5	19	25	4.845016				72.347	2.346	29.5779314915296	4.49311488743208	2016
CRI	0.42926		0	57157992434.1805	18008.5998924443	84399345453.2129	23.3		16.7	7.5334692	1.3	25.0396719237988	0.0563973016735157	79.738	1.789	21.8506147250296	8.96546375076668	2016
CSS		3.4		69191343076.2298	15045.6561406732	105909237364.431	42.2990506194055		15.498151571549	6.10492478326622				73.3959578186313	2.02764540052152	24.2502336642996	8.4383752864222	2016
CUB	0.34223		3.07218792501319	91370000000			49.5	41	8.5	12.2177515				78.607	1.656	16.5734606405023	14.3884520159674	2016
CUW				3122287932.96089	24808.4036650153	3940250307.57778								77.719512195122	1.7	19.5862205995579	15.7595062464297	2016
CYM				4909498942.67103	66634.2252693487	2505902119.56254												2016
