borough	leggi_year	domestic_coal	domestic_electricity	domestic_gas	domestic_oil	domestic_total	industrial_and_commercial_coal	industrial_and_commercial_electricity_w_o_rail	industrial_and_commercial_gas	industrial_and_commercial_oil	industrial_and_commercial_total	industrial_and_commercial_waste_and_renewables	total_total	transport_aviation	transport_railways_diesel	transport_railways_electric	transport_road_transport	transport_shipping	transport_total	gss
London	2015	46.91521219	5011.027446	7070.300777	52.54166305	12180.7851	18.10181938	9234.554978	3597.767702	603.5579772	13642.73075	188.7482681	34105.92621	942.8460611	83.94980819	791.6455426	6432.16196	31.8069991	8282.410371	
London	2016	42.43007014	3968.635917	7335.317251	53.13575384	11399.51899	10.39598717	7749.055751	3668.79089	633.3961142	11625.14136	202.5848239	31355.90507	1040.800966	81.37816433	639.0822096	6525.890505	44.09288077	8331.244726	
London	2017	50.00623504	3547.006101	7691.157112	48.79803663	11336.96748	9.570027489	6967.235494	3811.197255	619.2393087	11024.1103	196.2504937	30320.36376	1003.483648	78.01008476	579.3822837	6255.456017	42.95394151	7959.285975	
London	2013	48.41518966	6555.590315	8253.58156	52.28523535	14909.8723	12.12190573	12498.37064	4228.745625	502.2866354	17285.54139	44.01659194	40874.9835	979.1197348	125.5771598	1199.61983	6356.396804	18.85628122	8679.569809	
London	2014	44.14011475	5932.99046	7352.66804	52.17877531	13381.97739	10.20635768	11561.71795	3642.394416	558.501103	15986.60877	213.7889422	37943.18353	930.9323631	83.94980819	908.2912453	6620.218825	31.20512107	8574.597363	
London	2012	40.82067861	6585.170225	8126.137162	52.41807018	14804.54614	20.13582566	12575.44752	4210.817734	525.4661804	17367.58547	35.71820544	40750.4899	871.1393091	111.1735064	1184.494526	6392.182783	19.36817418	8578.358299	
London	2010	45.67152207	7062.743804	9094.318327	59.17022838	16261.90388	20.18577662	13627.12406	4690.599866	589.7384945	18950.34937	22.70116918	43790.61155	871.1393091	111.1735064	1184.494526	6392.182783	19.36817418	8578.358299	
London	2011	42.30837611	6562.196112	7429.791841	51.8268525	14086.12318	18.89220731	11853.30958	3879.262901	539.2403791	16329.67551	38.97044798	38994.15699	871.1393091	111.1735064	1184.494526	6392.182783	19.36817418	8578.358299	
Merton	2010	0.921897656	173.0346929	237.4839108	1.263202801	412.7037041	0.037249378	222.3523621	71.32636561	11.25022886	304.966206	0	889.481405	0	1.040310518	36.51368909	134.2574952	0	171.8114948	E09000024
Merton	2011	0.854634737	160.3378839	195.2647355	1.182435358	357.6396895	0.037249378	193.4700486	58.80339808	9.777653149	262.0883492	0	791.5395336	0	1.040310518	36.51368909	134.2574952	0	171.8114948	E09000024
Merton	2012	0.822981598	161.0318225	214.1299979	1.195358149	377.1801601	0.036597284	192.2062574	62.54585634	10.07092035	264.8596314	0	813.8512863	0	1.040310518	36.51368909	134.2574952	0	171.8114948	E09000024
Merton	2016	1.568439463	97.28003036	194.2558631	1.211249614	294.3155825	0.480650903	143.2129785	55.72548528	8.093532448	198.109589	6.88396859	640.7543194	0	0.662167509	16.28702675	131.3799536	0	148.3291479	E09000024
Merton	2013	0.866952377	160.9050042	218.4295792	1.175463456	381.3769993	0.001202179	211.2159386	65.71726067	6.369725594	283.304127	0	834.817973	0	1.14887756	32.95045772	136.0375114	0	170.1368467	E09000024
Merton	2014	1.628820082	145.9701555	183.1188053	1.187928761	331.9057097	0.008027536	150.8550682	54.6046501	7.2516558270000004	218.4119128	5.692511087	708.5951781	0	0.743810976	23.62314779	133.9105968	0	158.2775556	E09000024
Merton	2015	1.735176801	123.3019465	189.3541551	1.197102073	315.5883805	0.946003141	157.6051522	56.55316894	8.175725425	229.6778786	6.39782894	698.0441166	0	0.743810976	20.43544644	131.5986	0	152.7778574	E09000024
Merton	2017	1.85501645	86.78908993	204.7862886	1.123461954	294.553857	0.438380619	127.1303476	57.15565521	8.283320213	185.0411567	6.836701019	621.6024612	0	0.691183917	14.80324801	126.5130156	0	142.0074475	E09000024
Newham	2013	1.5217327	188.5440085	221.5366488	0.507725241	412.1101152	0.039515899	482.0071013	209.2255774	30.13458445	721.406779	0	1408.228602	36.84578173	3.721334802	56.97186235	175.2632833	1.909445632	274.7117078	E09000025
Newham	2015	1.945373677	145.6205772	190.0635039	0.51457831	338.144033	0.301630608	368.6750983	172.8279906	31.72779469	580.5785283	7.046014101	1183.262896	42.87575091	2.476457045	40.02199997	177.6805217	1.4856051749999999	264.5403348	E09000025
Newham	2016	1.758838227	116.3807622	198.5112922	0.520414334	317.171307	0.079072418	334.6055752	171.9960043	36.13191689	518.2010514	7.581406163	1100.92197	41.02794959	2.255204153	32.19292361	185.3041811	4.769352662	265.5496112	E09000025
Newham	2017	2.077141032	105.0285983	208.0071721	0.478250756	315.5911622	0.073112318	282.5968053	178.6027363	35.62444534	475.5666455	7.529349759	1039.461874	37.88970285	2.301239612	28.85980346	174.5278185	4.725502293	248.3040667	E09000025
Newham	2014	1.827878487	173.3387309	207.1833925	0.510998151	382.861	0.72247827	440.8237342	177.2970853	31.61461249	656.7271485	6.269238169	1309.126259	37.94085386	2.476457045	45.57541486	182.0820601	1.463324884	269.5381107	E09000025
Newham	2010	1.487697505	202.2692091	247.6930535	0.507219539	451.9571796	3.894253165	453.1769865	267.7450911	31.24543596	758.8574693	2.795702544	1485.097815	34.35846877	3.13758104	54.00888129	182.580051	0.198184393	274.2831665	E09000025
Newham	2011	1.37691152	189.3683725	204.0271399	0.455528376	395.2279523	3.880707937	429.1777864	241.0016078	28.30340439	705.4399086	3.076402049	1374.951027	34.35846877	3.13758104	54.00888129	182.580051	0.198184393	274.2831665	E09000025
Newham	2012	1.333388455	190.0816812	218.4323919	0.458759073	410.3062206	3.75122161	483.5364878	198.3671013	29.37351768	715.0283284	0	1399.617716	34.35846877	3.13758104	54.00888129	182.580051	0.198184393	274.2831665	E09000025
Redbridge	2017	2.010887043	109.9482813	275.9554013	1.211878468	389.1264481	0.220252544	72.79041049	45.5385466	9.329265346	122.6215329	7.255262021	764.8717545	0.814096687	0.683450143	12.51220411	239.1140225	0	253.1237735	E09000026
Redbridge	2013	1.452003696	205.8394087	293.5968554	1.276658805	502.1649267	0.008850243	113.2696408	49.1377771	5.562665169	167.9789333	0	938.5127898	0.821253253	1.212236183	24.41481622	241.9206242	0	268.3689299	E09000026
Redbridge	2010	1.44417444	223.2501348	322.7973225	1.382738616	548.8743703	2.468617876	127.5621002	53.45688067	7.493912848	190.9815116	0	1010.112032	0.781032198	1.097681854	23.31012787	243.2372624	1.830045437	270.2561497	E09000026
Redbridge	2011	1.337345097	207.5533658	263.8835871	1.272894894	474.0471929	2.363642356	114.4751246	42.30589379	6.595392073	165.7400529	0	910.0433955	0.781032198	1.097681854	23.31012787	243.2372624	1.830045437	270.2561497	E09000026
Redbridge	2012	1.293822032	207.3681402	289.4587818	1.285817685	499.4065618	2.828970053	113.8993687	50.47921183	6.835621586	174.0431722	0	943.7058837	0.781032198	1.097681854	23.31012787	243.2372624	1.830045437	270.2561497	E09000026
Redbridge	2014	1.770657375	186.7972911	274.2634456	1.285251059	464.1166451	0.003031923	127.6482891	44.48573334	6.168408976	184.3464851	6.041021741	929.4976953	0.845285381	0.735488348	19.91870415	259.5350873	0	281.0345651	E09000026
Redbridge	2015	1.883974849	156.6826617	250.747724	1.294911604	410.6092721	0.478532249	85.52249628	42.47210698	8.887791703	144.1504482	6.789521027	824.0316384	0.954075632	0.735488348	17.30408707	250.278267	0	269.271918	E09000026
Redbridge	2016	1.703434359	123.2810554	262.8330109	1.310037816	389.1275384	0.241621461	77.57341465	42.20033855	9.432342157	122.8918019	7.305423438	783.339276	0.846029967	0.65721149	13.86133831	255.9553559	0	271.3199356	E09000026
Richmond upon Thames	2011	1.452087724	173.5455774	219.1285262	1.78334513	395.9095365	0	145.9561853	61.5762509	7.39719707	214.9296333	0	834.7252789	40.23768176	0.31117962	23.65406205	159.6831857	0	223.8861092	E09000027
Richmond upon Thames	2015	1.323901723	132.5725962	208.6926433	1.755461681	344.3446029	0	121.4595058	56.02450985	7.388506331	189.4857645	4.613242481	751.0853142	44.80276513	0.136729351	8.649011095	163.4252859	0.241155376	217.2549469	E09000027
Richmond upon Thames	2012	1.400651374	174.793081	241.9330227	1.802729317	419.9294843	0	154.8657091	69.10774162	7.721662905	231.6951136	0	875.5107071	40.23768176	0.31117962	23.65406205	159.6831857	0	223.8861092	E09000027
Richmond upon Thames	2013	1.626625008	174.0442997	246.2845342	1.758143496	423.7136025	0.001799619	159.5711392	76.94098814	5.337653964	241.8515809	0	889.4468329	45.65728995	0.343654396	17.42649492	160.200275	0.253935196	223.8816495	E09000027
Richmond upon Thames	2014	1.246444047	156.8343396	207.1922686	1.742757016	367.0158092	0	175.1908821	60.11793298	6.017533032	245.4310115	4.10466335	835.6484899	44.67444809	0.136729351	10.07024466	168.0790917	0.241155376	223.2016692	E09000027
Richmond upon Thames	2010	1.570786993	186.5972876	268.8888389	1.986879086	459.0437925	0	174.7637519	75.72439512	8.367474712	258.8556217	0	941.7855234	40.23768176	0.31117962	23.65406205	159.6831857	0	223.8861092	E09000027
Richmond upon Thames	2016	1.197530929	104.9091574	217.5849402	1.775702935	325.4673315	0	94.84652993	57.411417	7.520603846	157.8266236	4.963780157	698.5291743	44.77251945	0.122177463	6.915707291	163.2017366	0.223078366	215.2352192	E09000027
Richmond upon Thames	2017	1.409862067	93.94284405	226.8656201	1.637853757	323.8561799	0	86.30902353	57.94250008	7.599207498	150.5378317	4.929697225	678.150349	46.08028184	0.127055302	6.24259659	151.3064036	0	203.7563374	E09000027
Southwark	2016	0.861968796	137.2381743	188.9807342	2.344579848	329.4254571	0.201393445	378.1608123	182.0292736	9.061870291	552.0007306	3.684935114	1070.229226	1.275567168	0.673817636	21.13755421	160.8606121	4.855487116	188.8030382	E09000028
Southwark	2010	0.79132846	243.078808	237.726385	2.012724667	483.6092461	0.077885063	593.8742586	204.4101171	6.720186625	805.0824474	0	1502.122572	1.164580766	0.891005834	41.43971931	169.5751105	0.360462221	213.4308786	E09000028
Southwark	2011	0.731978826	226.7638835	194.7829367	1.650886525	423.9296855	0.074498756	513.1455129	161.55836300000001	6.124292639	680.9026673	0	1318.263231	1.164580766	0.891005834	41.43971931	169.5751105	0.360462221	213.4308786	E09000028
Southwark	2017	1.01728528	123.5682606	198.5472021	2.124910909	325.2576589	0.183588602	332.9393009	191.9970784	9.366414393	519.0657948	3.659633149	1012.50964	1.226809543	0.659025692	19.08022068	142.3853052	4.834824686	168.1861858	E09000028
Southwark	2013	0.983545371	224.1343191	213.2943818	2.088954899	440.5012012	0.41422525	552.1137815	200.2306111	4.597255409	757.3558732	0	1406.44122	1.234963871	0.983991407	39.36246999	164.7403958	2.26232471	208.5841458	E09000028
Southwark	2014	0.896097826	203.6296608	178.0171031	2.306192467	384.8490542	0.323055086	432.4534507	144.3404987	5.087497159	585.2516587	3.047157133	1170.125125	1.27148052	0.709204209	30.60286848	165.0374236	2.403434974	200.0244117	E09000028
Southwark	2015	0.95328796	171.5319161	183.6662751	2.31990795	358.4713871	0.400643267	454.3472668	176.1401187	9.452153238	643.7648903	3.4247083210000002	1194.780443	1.43678586	0.709204209	26.41447573	161.5660395	2.417659937	192.5441653	E09000028
